index.js	index.js::program:<lambda>667	14246	JSON.stringify	{     name: error2?.name,     message: error2?.message,     cause: error2?.cause   }	false	false	true
index.js	index.js::program:<lambda>792	16027	JSON.stringify	arrayProperties	false	false	false
index.js	index.js::program:<lambda>792	16305	JSON.stringify	value	false	false	false
index.js	index.js::program:<lambda>792	16244	JSON.stringify	value	false	false	false
index.js	index.js::program:<lambda>792	16262	JSON.stringify	value	false	false	false
index.js	index.js::program:<lambda>792	16275	JSON.stringify	value	false	false	false
index.js	index.js::program:<lambda>792	16369	JSON.stringify	v.extension	false	false	false
index.js	index.js::program:<lambda>792	16012	JSON.stringify	cookieMeta.secrets	false	false	false
index.js	index.js::program:<lambda>792	16358	JSON.stringify	v.extension	false	false	false
index.js	index.js::program:<lambda>792:<lambda>795	15981	JSON.stringify	secret	false	false	false
index.js	index.js::program:<lambda>792:<lambda>795	15985	JSON.stringify	name	false	false	false
index.js	index.js::program:<lambda>792:<lambda>797	16011	JSON.stringify	value	false	false	false
index.js	index.js::program:<lambda>792:<lambda>798	16012	JSON.stringify	x2	false	false	false
index.js	index.js::program:<lambda>792:<lambda>799	16012	JSON.stringify	x2	false	false	false
index.js	index.js::program:<lambda>846	17226	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>846	17236	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>846	17270	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>850	17284	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>850	17294	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>850	17338	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>850	17348	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>850	17328	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>850	17390	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>857	17401	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>857	17418	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>857	17457	JSON.stringify	response	false	false	false
index.js	index.js::program:<lambda>861	17471	JSON.stringify	{     name: error2?.name,     message: error2?.message,     cause: error2?.cause   }	false	false	true
index.js	index.js::program:ElysiaWS:send	17595	JSON.stringify	data	false	false	false
index.js	index.js::program:ElysiaWS:ping	17598	JSON.stringify	data	false	false	false
index.js	index.js::program:ElysiaWS:pong	17601	JSON.stringify	data	false	false	false
index.js	index.js::program:ElysiaWS:publish	17604	JSON.stringify	data	false	false	false
index.js	index.js::program:<lambda>878:<lambda>879:<lambda>883	17646	JSON.stringify	datum	false	false	false
index.js	index.js::program:_Elysia2:wrap	18426	JSON.stringify	{         name: this.config.name,         seed: this.config.seed,         content: fn.toString()       }	false	false	true
index.js	index.js::program:_Elysia2:_use	19121	JSON.stringify	seed	false	false	false
index.js	index.js::program:_Elysia2:_use	19148	JSON.stringify	seed	false	false	false
index.js	index.js::program:_Elysia2:applyMacro	19204	JSON.stringify	macroHook.seed ?? value	false	false	false
